1.0000	-9.9980
2.0000	-9.9960
3.0000	-9.9940
4.0000	-9.9920
5.0000	-9.9900
6.0000	-9.9880
7.0000	-9.9860
8.0000	-9.9840
9.0000	-9.9820
10.0000	-9.9800
11.0000	-9.9780
12.0000	-9.9760
13.0000	-9.9740
14.0000	-9.9720
15.0000	-9.9700
16.0000	-9.9680
17.0000	-9.9660
18.0000	-9.9640
19.0000	-9.9620
20.0000	-9.9600
21.0000	-9.9580
22.0000	-9.9560
23.0000	-9.9540
24.0000	-9.9520
25.0000	-9.9500
26.0000	-9.9480
27.0000	-9.9460
28.0000	-9.9440
29.0000	-9.9420
30.0000	-9.9400
31.0000	-9.9380
32.0000	-9.9360
33.0000	-9.9340
34.0000	-9.9320
35.0000	-9.9300
36.0000	-9.9280
37.0000	-9.9260
38.0000	-9.9240
39.0000	-9.9220
40.0000	-9.9200
41.0000	-9.9180
42.0000	-9.9160
43.0000	-9.9140
44.0000	-9.9120
45.0000	-9.9100
46.0000	-9.9080
47.0000	-9.9060
48.0000	-9.9040
49.0000	-9.9020
50.0000	-9.9000
51.0000	-9.8980
52.0000	-9.8960
53.0000	-9.8940
54.0000	-9.8920
55.0000	-9.8900
56.0000	-9.8880
57.0000	-9.8860
58.0000	-9.8840
59.0000	-9.8820
60.0000	-9.8800
61.0000	-9.8780
62.0000	-9.8760
63.0000	-9.8740
64.0000	-9.8720
65.0000	-9.8700
66.0000	-9.8680
67.0000	-9.8660
68.0000	-9.8640
69.0000	-9.8620
70.0000	-9.8600
71.0000	-9.8580
72.0000	-9.8560
73.0000	-9.8540
74.0000	-9.8520
75.0000	-9.8500
76.0000	-9.8480
77.0000	-9.8460
78.0000	-9.8440
79.0000	-9.8420
80.0000	-9.8400
81.0000	-9.8380
82.0000	-9.8360
83.0000	-9.8340
84.0000	-9.8320
85.0000	-9.8300
86.0000	-9.8280
87.0000	-9.8260
88.0000	-9.8240
89.0000	-9.8220
90.0000	-9.8200
91.0000	-9.8180
92.0000	-9.8160
93.0000	-9.8140
94.0000	-9.8120
95.0000	-9.8100
96.0000	-9.8080
97.0000	-9.8060
98.0000	-9.8040
99.0000	-9.8020
100.0000	-9.8000
101.0000	-9.7980
102.0000	-9.7960
103.0000	-9.7940
